"record_id","site","state_territory","source","county_fips","counties_served","population_served","sample_id","sample_collect_date","sample_type","sample_matrix","sample_location","flow_rate","concentration_method","pasteurized","pcr_type","extraction_method","major_lab_method","inhibition_detect","inhibition_adjust","ntc_amplify","pcr_target","pcr_gene_target_agg","pcr_target_avg_conc","pcr_target_units","lod_sewage","pcr_target_detect","pcr_target_avg_conc_lin","pcr_target_flowpop_lin","pcr_target_mic_lin","hum_frac_target_mic","hum_frac_mic_conc","hum_frac_mic_unit","rec_eff_percent","rec_eff_target_name","rec_eff_spike_matrix","rec_eff_spike_conc","date_updated"
"78896fb55ad0ab5c5ad9620197b09b6f",329,"ga","State_Territory","13067","Cobb","113,079","d047a4f1c331d7cf1369393cdacc5fa0","2025-05-12","24-hr flow-weighted composite","raw wastewater","wwtp","15","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","1,305,552.75515","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"88ed5ddd46ddd05ab669d8a3b0949902",339,"ga","WastewaterSCAN","13121","Fulton","294,660","cf343f790ce51e0b823d8f21c81e1a0f","2025-05-15","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","265,263,255.66284","copies/g dry sludge","78","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"5d1d45eadcc7956b618b17e281b439c8",346,"ga","WastewaterSCAN","13215, 13053","Muscogee, Chattahoochee","278,000","cc0400302ebe0dc780f3b9d93df9cee3","2023-04-10","grab","primary sludge","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","403,648,358.89655","copies/g dry sludge","120.2","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"9c49397f0e18e346c6b483f2dd5dcde7",326,"ga","State_Territory","13057","Cherokee","20,000","cfabc72ea7d6db6b79ac317592356adc","2025-10-05","24-hr time-weighted composite","raw wastewater","wwtp","0.323","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","158,948.946","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"9b13338c3b6db2aaedea35188514232e",336,"ga","WastewaterSCAN","13121","Fulton","84,486","60060567f6ecb210c055c89f0b8201a2","2024-06-17","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","229,539,979.16981","copies/g dry sludge","66.1","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"566419bf24ddaf2d850ece756ded91bb",338,"ga","WastewaterSCAN","13121","Fulton","73,821","05eaa969a9e4fc920785915c8c38fc2d","2025-04-07","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","218,990,547.74468","copies/g dry sludge","74.3","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"83a11e4cccc77cfbfb23c14c7531b9e3",339,"ga","WastewaterSCAN","13121","Fulton","294,660","dcb09d1d1716ec5cc29e9243792e8a7d","2025-10-05","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","392,922,106.03922","copies/g dry sludge","97","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"03c97b873fc4160cd12ff22f4dbbffde",336,"ga","WastewaterSCAN","13121","Fulton","84,486","7c054cbeafcadfd487129abdc1675a3d","2024-07-29","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","331,476,372.62222","copies/g dry sludge","63.5","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"5e734926378ef4be99a13f32b4ded063",337,"ga","WastewaterSCAN","13121","Fulton","189,593","8afff45a26a94b5169c9f559ed1c2f4a","2024-11-19","24-hr time-weighted composite","primary sludge","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","9,766.67259","copies/g dry sludge","1,100","yes","9,766.67259","","0.00005","pepper mild mottle virus","192,420,811.87097","copies/g dry sludge","112.3","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"fbcc99cee9f31ea84ec691ddc58b8162",326,"ga","WastewaterSCAN","13121","Fulton","12,818","7336811495e17e20c8ca26029dae8980","2024-09-25","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","179,243,758.56287","copies/g dry sludge","70.7","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"1c9480a0ec4b9788093ee69d2ed8c43d",330,"ga","State_Territory","13067","Cobb","304,020","b05f09fe75053a7d386c56ff999e0913","2025-01-06","grab","raw wastewater","wwtp","42.82","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","1,272","copies/l wastewater","5,200","no","2,600","1,386,211.93606","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"c47b4cbc4ee8f167fa9dab9bd6f62566",326,"ga","WastewaterSCAN","13121","Fulton","12,818","a8f087c66879fb38882c7907631f99ed","2023-08-07","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","4,814.01305","copies/g dry sludge","1,100","yes","4,814.01305","","0.00002","pepper mild mottle virus","298,542,595.8209","copies/g dry sludge","70.1","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"d54dfd643c0ece223bc057c39ca4b3eb",332,"ga","State_Territory","13095","Dougherty","66,000","bc131c8c921d131e8358123c3e17f088","2024-12-03","24-hr flow-weighted composite","raw wastewater","wwtp","13","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","3,816","copies/l wastewater","5,200","no","2,600","1,938,583.63636","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"6c860bcd685e356b9ffc1d47f0dbe69f",341,"ga","WastewaterSCAN","13121","Fulton","70,887","6b674fff4498bf3c4ab7318b6a223c15","2023-04-09","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","198,233,340.44444","copies/g dry sludge","92.1","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"f6ffb5d7802ab965c5a9d2420a05f90f",347,"ga","State_Territory","13217","Newton","32,000","fb9c3a5c828eac8bc0c0ecf1f72ee094","2024-10-14","24-hr time-weighted composite","raw wastewater","wwtp","1.99","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","2,568","copies/l wastewater","5,200","no","2,600","612,051.8625","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"22310613d91b6f5d2358fea5b3147f0c",339,"ga","WastewaterSCAN","13121","Fulton","294,660","11bc05be7206a32da97af59a8982ecbc","2024-03-12","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","297,233,746.18705","copies/g dry sludge","117.7","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"7a13b9c0f0278264e154ac010dc6e66b",339,"ga","WastewaterSCAN","13121","Fulton","294,660","f2217f872a7fd7748d47973368a7c950","2025-03-04","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","7,726.60723","copies/g dry sludge","1,100","yes","7,726.60723","","0.00002","pepper mild mottle virus","438,315,941.88506","copies/g dry sludge","63.3","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"1ec68bb99a044846fac9d335f0aaaed6",340,"ga","WastewaterSCAN","13121","Fulton","105,160","9c564caddb69bca5f46a3af6218b00b9","2022-11-03","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","30,206.47988","copies/g dry sludge","1,100","yes","30,206.47988","","0.00007","pepper mild mottle virus","419,191,620.28986","copies/g dry sludge","114.7","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"fc0d8b08a01deb477bbdbfffad69ebd9",340,"ga","WastewaterSCAN","13121","Fulton","105,160","2eb2de16b207adef60dbbf89d2136318","2025-02-25","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","8,578.76618","copies/g dry sludge","1,100","yes","8,578.76618","","0.00002","pepper mild mottle virus","348,234,914.13333","copies/g dry sludge","154.5","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"8dff7317f94b6f85060cb2a6f0acb719",353,"ga","State_Territory","13245","Richmond","200,000","7c3a5eded52839ba6ec3ffb4dffc941e","2024-06-09","24-hr time-weighted composite","post grit removal","wwtp","28.8","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","1,417,253.76","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"d335d55b4c0cfe038fbbab6173da3713",340,"ga","WastewaterSCAN","13121","Fulton","105,160","c1d51313e7458c1b8918ff06ecc7fb44","2024-07-02","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","244,928,821.40952","copies/g dry sludge","71.6","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"b52a9bf927916d25e332ab1d945d4954",340,"ga","WastewaterSCAN","13121","Fulton","105,160","b1dada855c5a47fdd2a29bda221ff5ec","2024-11-26","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","7,777.76052","copies/g dry sludge","1,100","yes","7,777.76052","","0.00012","pepper mild mottle virus","63,124,503.74775","copies/g dry sludge","61.9","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"6f6f48ff8fb1f6548b5da33f3e6c81fd",340,"ga","WastewaterSCAN","13121","Fulton","105,160","d8341e34c200a8a80afcd26049a9adbe","2026-01-29","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","23,700.13069","copies/g dry sludge","1,100","yes","23,700.13069","","0.00017","pepper mild mottle virus","139,115,797.87205","copies/g dry sludge","93.3","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"0d875baab3f28aed2c34f97b6c5064e7",338,"ga","WastewaterSCAN","13121","Fulton","73,821","39bf6670e9fb25db4f51e43ed1881072","2025-12-01","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","22,550.84035","copies/g dry sludge","1,100","yes","22,550.84035","","0.00012","pepper mild mottle virus","187,823,325.75439","copies/g dry sludge","103.2","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"b5b7cc87f597e7119eaa40d60235cd17",339,"ga","WastewaterSCAN","13121","Fulton","294,660","e575bb2f6e292eec771e5695681101ac","2026-01-06","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","14,948.91247","copies/g dry sludge","1,100","yes","14,948.91247","","0.00002","pepper mild mottle virus","684,164,122.51133","copies/g dry sludge","61.2","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"4fa0da99302158fac75ddadcfb4a7b8b",2359,"ga","State_Territory","13225","Peach","8,008","7561265dbb4f2aba01d09237399a7143","2025-04-17","8-hr time-weighted composite","raw wastewater","wwtp","1.72","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","2,113,924.67532","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"31dffe51c7364f979553e28b0bd697bb",340,"ga","WastewaterSCAN","13121","Fulton","105,160","c5f46a6f2071e6e8e7e530c146d11d8c","2023-06-13","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","318,733,624.71545","copies/g dry sludge","92","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"d480cd668aba58936b6a29cbf78cb9a0",335,"ga","State_Territory","13117","Forsyth","44,000","82d5d3f1c6af4d797d80fee7c04d8c7b","2025-05-05","24-hr flow-weighted composite","raw wastewater","wwtp","3.452","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","772,152.77455","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"6cc80d6282dfedae83656b0d28d2f0c9",337,"ga","WastewaterSCAN","13121","Fulton","189,593","c412a7938aee5ee185443a646f390a16","2025-11-11","24-hr time-weighted composite","primary sludge","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","162,605,066.22745","copies/g dry sludge","61","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"4f583e1320c775ec94cccbcf3a9950c1",336,"ga","WastewaterSCAN","13121","Fulton","84,486","335a4c9411cc7077e997e4f3a2704261","2023-05-30","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","459,524,404.4549","copies/g dry sludge","95.4","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"8b6c2ee385e5725718f68ee26daa13f7",346,"ga","WastewaterSCAN","13215, 13053","Muscogee, Chattahoochee","278,000","6a6d8c035bb826ee289015afd16997f1","2023-09-25","grab","primary sludge","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","140,163,121.40351","copies/g dry sludge","124.7","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"b6bf78a33694c34bc8a49f41e138708f",339,"ga","WastewaterSCAN","13121","Fulton","294,660","311f56c20f9854a576da88d858c4ceb7","2025-08-07","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0.00001","pepper mild mottle virus","95,932,163.92157","copies/g dry sludge","48.4","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"d67b922cbf8dbec10214a616fa277d9b",332,"ga","State_Territory","13095","Dougherty","66,000","99c667320c0620159c3a2e84a49d39a7","2024-10-31","24-hr flow-weighted composite","raw wastewater","wwtp","14","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","2,087,705.45455","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"dce549c7069f528ae72c12a696631f20",330,"ga","State_Territory","13067","Cobb","304,020","9d265a6f02bdc36b0a47e15c304785ac","2024-07-08","grab","raw wastewater","wwtp","30.64","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","0","copies/l wastewater","5,200","no","2,600","991,908.77442","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"5fdf30bf9525c4dca57cb3c3a4a02d68",334,"ga","State_Territory","13115","Floyd","38,111","7340582d910f6ba6561d846893ae0ef9","2025-02-03","24-hr time-weighted composite","raw wastewater","wwtp","11","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","3,840","copies/l wastewater","5,200","no","2,600","2,840,713.7047","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"8b479abadfe28818deccdcc3d9f3b724",341,"ga","WastewaterSCAN","13121","Fulton","70,887","fff01c8f9754f141331eadcc7ff68796","2026-04-02","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","383,405,853.5914","copies/g dry sludge","104.2","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"3b5f136fb64bd8bd88cc34d533979083",339,"ga","WastewaterSCAN","13121","Fulton","294,660","f45edd346b6775aa0ce1425db0a652ac","2023-05-22","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","141,986,762.19883","copies/g dry sludge","94.7","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"d4dbf93d2520ab3e42803e3045f3f4c8",336,"ga","WastewaterSCAN","13121","Fulton","84,486","a8eaf5f832f9a84f980a84212b8f5d53","2023-11-08","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","52,489.2872","copies/g dry sludge","1,100","yes","52,489.2872","","0.00016","pepper mild mottle virus","334,054,868.8655","copies/g dry sludge","81.6","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"29b48f87a0526b0207002e3d18e50ef7",337,"ga","WastewaterSCAN","13121","Fulton","189,593","0e2bd550001c9d6216520fc308fdb298","2023-06-28","24-hr time-weighted composite","primary sludge","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","457,254,197.86667","copies/g dry sludge","172.8","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"d7293d30f33ff3e4eeafee38ffdfca86",340,"ga","WastewaterSCAN","13121","Fulton","105,160","822e1bb197a52032044f177d5c00001c","2023-08-10","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","0","copies/g dry sludge","1,100","no","550","","0","pepper mild mottle virus","117,827,960","copies/g dry sludge","93.6","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
"7c466e9413d59dfbb97be6cb752ecd34",2359,"ga","State_Territory","13225","Peach","8,008","0d8b88bf5cb5d5920b04d29c8bea3bad","2024-12-11","8-hr time-weighted composite","raw wastewater","wwtp","1.699","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit",1,"no","no","no","rsv","rsv-a and rsv-b combined","2,520","copies/l wastewater","5,200","no","2,600","2,088,115.12987","","","","","-1","bcov vaccine","raw sample","-1","2026 Apr 10 11:00:00 AM"
"805927cd2a5ab9e6da10412bade03388",326,"ga","WastewaterSCAN","13121","Fulton","12,818","e87eb09e2b38958620d70b6d42c51e4d","2022-06-27","24-hr time-weighted composite","post grit removal","wwtp","","none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested","","no","rsv","rsv-a and rsv-b combined","22,594.98314","copies/g dry sludge","1,100","yes","22,594.98314","","0.00008","pepper mild mottle virus","288,927,130.27293","copies/g dry sludge","166.7","bcov vaccine","dewatered solids","4","2026 Apr 10 11:00:00 AM"
